,page_number,sentence_chunk,chunk_char_count,chunk_word_count,chunk_token_count,file_name
1573,39,"adtech/The AdTech Book.pdf:Ad networks benefit both advertisers and publishers. They provide publishers with a highly effective way to sell their remnant inventory, which could be as little as a  few percent to all of their inventory, depending on how many direct deals they have with advertisers. They also help cut down on the time and money associated with selling inventory to advertisers and offer a  range of services, such as campaign setup, optimization, and technical support (aka troubleshooting). These  services are known today as ad trafficking. Advertisers benefit by receiving high cost savings and an easier, more effective way to connect with audiences  on a much larger scale.",667,110,166.75,adtech/The AdTech Book.pdf
1574,39,"adtech/The AdTech Book.pdf:However, even though the introduction of ad networks added fluency to the ad buying and selling process,  many ad networks only wanted to purchase part of publishers’ inventory (i.e. the parts that matched their  campaigns) which meant publishers had to work with multiple ad networks in order to sell all of their inventory. 39",328,56,82.0,adtech/The AdTech Book.pdf
1575,40,"adtech/The AdTech Book.pdf:Not only did this mean publishers would have to spend more time searching for the best-valued ad networks  and pay multiple commissions, it also meant they would have set up the inefficient and tedious waterfall  system. For advertisers, this also created challenges. They soon found that they weren’t able to reach their target  audience by using just one ad network, so they started buying inventory from multiple ad networks. However,  this meant they often bought the same audience more than once, lacked clear insights into the effectiveness of  their ads, and struggled to identify their best-performing inventory. To overcome these challenges, a new AdTech platform arrived on the scene – network optimizers , which are  known today as supply-side platforms (SSPs) .",773,128,193.25,adtech/The AdTech Book.pdf
1576,40,"adtech/The AdTech Book.pdf:Network optimizers allowed publishers to:  ● Eliminate the time-consuming task of managing multiple ad networks. ● Improve page-load time by sending a single request to a network optimizer rather than sending  requests back and forth between the ad networks and the publisher’s ad server (i.e. the waterfall  technique). ● Increase revenue by matching their inventory to the right ad network. ● Maintain strict quality controls by blocking certain advertisers, e.g. ones that advertised taboo products  and services, such as tobacco and alcohol. Shortly after the introduction of network optimizers, ad exchanges emerged to solve the many technical  nuisances found in ad networks, such as multiple redirects, and allowed advertisers to purchase inventory on  an impression-by-impression basis.",794,122,198.5,adtech/The AdTech Book.pdf
1577,40,adtech/The AdTech Book.pdf:Ad exchanges were one of the AdTech platforms involved in the invention  and growth of real-time bidding (RTB) . This was how the online advertising industry looked in the early days – a handful of AdTech platforms helping  advertisers and publishers explore the possibilities that technology and the internet had to offer. Fast forward to today and the online advertising ecosystem consists of numerous platforms that have arisen  over the years to solve the many challenges both advertisers and publishers have faced and to improve the  overall buying and selling of digital media. A timeline of the most important events in programmatic advertising  Below are a few important events from the first decade or so. ● 1994: Lou Montulli and John Giannandrea invent cookies while working at Netscape.,798,133,199.5,adtech/The AdTech Book.pdf
1578,40,"adtech/The AdTech Book.pdf:● 1994: AT&T displays the first ever banner ad on HotWired (now Wired). ● 1995: The first ever ad server was founded by a company known as FocaLink Media Services. The  company was founded by Dave Zinman, Andrew Conru and Jason Strober. ● 1996: Kevin O’Connor, Dwight Merriman and Fergus O’Daily found DoubleClick. ● 1996: Yahoo!",329,57,82.25,adtech/The AdTech Book.pdf
1579,40,"adtech/The AdTech Book.pdf:starts displaying search ads on their search engine. ● 2000: Google launches AdWords (now known as Google Ads). It started with a cost-per mille (CPM)  pricing model, but later introduced a cost-per click (CPC) model in 2002. ● 2002: Applied Semantics creates AdSense contextual advertising technology. Google acquired the  company in April 2003 and launched the Google AdSense network, enabling publishers to monetize  their content with pay-per click (PPC) ads.",463,73,115.75,adtech/The AdTech Book.pdf
1580,41,"adtech/The AdTech Book.pdf:● 2006: Popular ad-blocking software, Adblock Plus, launches. ● 2007: Mobile ad networks, like AdMob, emerge and start selling ad space on mobile phones. This  was before the smartphone era with the ﬁrst iPhone being released a year later in 2007. ● 2007: Google acquires DoubleClick for $3.1 billion, Microsoft buys AdECN for reportedly between  $50-75 million, and Yahoo!purchases RightMedia for $700 million.",411,65,102.75,adtech/The AdTech Book.pdf
1581,41,"adtech/The AdTech Book.pdf:● 2007/2008: Real-time bidding (RTB) is introduced as a way to allow advertisers to buy individual  impressions on websites via a real-time auction. It’s around this time that demand-side platforms  (DSPs), like MediaMath , start to emerge. 41",243,40,60.75,adtech/The AdTech Book.pdf
1582,42,"adtech/The AdTech Book.pdf:04. The Main Technology Platforms and Intermediaries  in the Online Display Advertising Ecosystem  As we learned in the second chapter, advertising in the offline, print world before the introduction of the Internet  was a manual process that relied on people to create, configure, and deliver advertising campaigns. The Internet has brought with it, however, a revolution of technological innovation that has changed the way all  of these things are done. Today, online and some offline advertising campaigns are produced by technological platforms (software). These platforms are all part of the online advertising ecosystem .",628,98,157.0,adtech/The AdTech Book.pdf
